selector,protocol,class,package
"do:","enumerating","Bag","Collections-Unordered"
"asSet","converting","Bag","Collections-Unordered"
"=","comparing","Bag","Collections-Unordered"
"sortedCounts","accessing","Bag","Collections-Unordered"
"sortedElements","accessing","Bag","Collections-Unordered"
"asBag","converting","Bag","Collections-Unordered"
"postCopy","copying","Bag","Collections-Unordered"
"sum","math functions","Bag","Collections-Unordered"
"removeAll","removing","Bag","Collections-Unordered"
"numberOfSimilarElementsInIntersection","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testOccurrencesOfForMultipliness","tests - occurrencesOf for multipliness","BagTest","CollectionsTests-Unordered"
"testCumulativeCounts","tests","BagTest","CollectionsTests-Unordered"
"testRemoveElementReallyRemovesElement","tests - remove","BagTest","CollectionsTests-Unordered"
"assertNonDuplicatedContents:whenConvertedTo:","tests - converting","BagTest","CollectionsTests-Unordered"
"testSortedElements","tests","BagTest","CollectionsTests-Unordered"
"testAsIdentitySet","tests - converting","BagTest","CollectionsTests-Unordered"
"testAsSet","basic tests","BagTest","CollectionsTests-Unordered"
"testTWrite","tests - adding","BagTest","CollectionsTests-Unordered"
"testAsByteArray","tests - converting","BagTest","CollectionsTests-Unordered"
"test0TStructuralEqualityTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testWithWithWith","test - creation","BagTest","CollectionsTests-Unordered"
"testIntersectionTwoSimilarElementsInIntersection","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"firstCollection","requirements","BagTest","CollectionsTests-Unordered"
"collectionInForIncluding","requirements","BagTest","CollectionsTests-Unordered"
"testConcatenationWithDuplicate","tests - concatenation","BagTest","CollectionsTests-Unordered"
"testIncludesAnyNoneThere","tests - includes","BagTest","CollectionsTests-Unordered"
"testIncludesElementIsThere","tests - includes","BagTest","CollectionsTests-Unordered"
"collectionOfFloat","requirements","BagTest","CollectionsTests-Unordered"
"testAdd","basic tests","BagTest","CollectionsTests-Unordered"
"testDifferenceWithSeparateCollection","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"collectionWithoutEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"testAsArray","tests - converting","BagTest","CollectionsTests-Unordered"
"testAsSortedArray","tests - as sorted collection","BagTest","CollectionsTests-Unordered"
"collectionWithElement","requirements","BagTest","CollectionsTests-Unordered"
"testUnionOfEmpties","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testTWriteTwice","tests - adding","BagTest","CollectionsTests-Unordered"
"withEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"test0FixtureCloneTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testWith","test - creation","BagTest","CollectionsTests-Unordered"
"testCopyNotSame","tests - copy","BagTest","CollectionsTests-Unordered"
"testTAddIfNotPresentWithElementAlreadyIn","tests - adding","BagTest","CollectionsTests-Unordered"
"testPrintOn","tests - printing","BagTest","CollectionsTests-Unordered"
"testTAddAll","tests - adding","BagTest","CollectionsTests-Unordered"
"testPrintElementsOn","tests - printing","BagTest","CollectionsTests-Unordered"
"testTAddWithOccurences","tests - adding","BagTest","CollectionsTests-Unordered"
"testConcatenationWithEmpty","tests - concatenation","BagTest","CollectionsTests-Unordered"
"testCopy","basic tests","BagTest","CollectionsTests-Unordered"
"testAddWithOccurrences","basic tests","BagTest","CollectionsTests-Unordered"
"anotherElementNotIn","tests - includes","BagTest","CollectionsTests-Unordered"
"testRemoveElementFromEmpty","tests - remove","BagTest","CollectionsTests-Unordered"
"testRemoveIfAbsent","tests - remove","BagTest","CollectionsTests-Unordered"
"collectionWithElementsToRemove","requirements","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterLastMore","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"expectedSizeAfterReject","test - iterate","BagTest","CollectionsTests-Unordered"
"elementTwiceIn","test - remove","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterLastEmpty","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"testTAdd","tests - adding","BagTest","CollectionsTests-Unordered"
"test0FixtureIncludeTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testIdentityIncludes","tests - includes","BagTest","CollectionsTests-Unordered"
"testEqual","tests","BagTest","CollectionsTests-Unordered"
"testOccurrencesOfEmpty","tests - occurrencesOf","BagTest","CollectionsTests-Unordered"
"testIncludesElementIsNotThere","tests - includes","BagTest","CollectionsTests-Unordered"
"testCopyEmpty","tests - copy - clone","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterLastOne","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"test0FixtureSetAritmeticTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testPrintOnDelimiter","tests - printing","BagTest","CollectionsTests-Unordered"
"test0FixtureIncludeWithIdentityTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testTAddTwice","tests - adding","BagTest","CollectionsTests-Unordered"
"collectionWithoutNilElements","requirements","BagTest","CollectionsTests-Unordered"
"integerCollectionWithoutEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"test0FixtureTConvertTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testCopyEquals","tests - copy","BagTest","CollectionsTests-Unordered"
"testCreation","tests","BagTest","CollectionsTests-Unordered"
"elementInForOccurrences","requirements","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterMore","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"testRemoveElementThatExists","tests - remove","BagTest","CollectionsTests-Unordered"
"testTAddIfNotPresentWithNewElement","tests - adding","BagTest","CollectionsTests-Unordered"
"testCopyEmptyWithoutAll","tests - copy","BagTest","CollectionsTests-Unordered"
"testAnySastify","as yet unclassified","BagTest","CollectionsTests-Unordered"
"testIdentityIncludesNonSpecificComportement","tests - includes","BagTest","CollectionsTests-Unordered"
"testCopyNonEmptyWithoutAll","tests - copy","BagTest","CollectionsTests-Unordered"
"collectionMoreThan5Elements","requirements","BagTest","CollectionsTests-Unordered"
"elementsCopyNonIdenticalWithoutEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"test0FixtureAsStringCommaAndDelimiterTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testRemove","tests","BagTest","CollectionsTests-Unordered"
"testSortedCounts","tests","BagTest","CollectionsTests-Unordered"
"assertNoDuplicates:whenConvertedTo:","tests - converting","BagTest","CollectionsTests-Unordered"
"test0FixtureOccurrencesForMultiplinessTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testAsCommaStringEmpty","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"testIncludesAnyAllThere","tests - includes","BagTest","CollectionsTests-Unordered"
"nonEmpty","setup","BagTest","CollectionsTests-Unordered"
"elementToAdd","test - copy","BagTest","CollectionsTests-Unordered"
"test0FixtureCreationWithTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testCopyNonEmpty","tests - copy - clone","BagTest","CollectionsTests-Unordered"
"testRemoveAllFoundIn","tests - remove","BagTest","CollectionsTests-Unordered"
"test0FixtureRequirementsOfTAddTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testPrintNameOn","tests - printing","BagTest","CollectionsTests-Unordered"
"testEqualSignIsTrueForNonIdenticalButEqualCollections","test - equality","BagTest","CollectionsTests-Unordered"
"testWithWith","test - creation","BagTest","CollectionsTests-Unordered"
"test0FixtureTRemoveTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"sizeCollection","setup","BagTest","CollectionsTests-Unordered"
"collectionWithCharacters","requirements","BagTest","CollectionsTests-Unordered"
"testAsCommaStringMore","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"empty","setup","BagTest","CollectionsTests-Unordered"
"testCopyNonEmptyWith","tests - copy","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterEmpty","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"testCopyNonEmptyWithoutAllNotIncluded","tests - copy","BagTest","CollectionsTests-Unordered"
"collection","setup","BagTest","CollectionsTests-Unordered"
"doWithoutNumber","test - iterate","BagTest","CollectionsTests-Unordered"
"testRemoveAll","tests","BagTest","CollectionsTests-Unordered"
"anotherElementOrAssociationIn","requirements","BagTest","CollectionsTests-Unordered"
"testIntersectionEmpty","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"collectionWithEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"collectionWithSortableElements","requirements","BagTest","CollectionsTests-Unordered"
"testAsSortedCollectionWithSortBlock","tests - as sorted collection","BagTest","CollectionsTests-Unordered"
"assertSameContents:whenConvertedTo:","tests - converting","BagTest","CollectionsTests-Unordered"
"test0FixtureTConvertAsSetForMultiplinessTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testOccurrencesOfNotIn","tests - occurrencesOf","BagTest","CollectionsTests-Unordered"
"testDifferenceWithNonNullIntersection","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testWithAll","test - creation","BagTest","CollectionsTests-Unordered"
"collectionNotIncluded","requirements","BagTest","CollectionsTests-Unordered"
"elementNotInForOccurrences","tests - includes","BagTest","CollectionsTests-Unordered"
"test0FixtureOccurrencesTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testEqualSignOfIdenticalCollectionObjects","test - equality","BagTest","CollectionsTests-Unordered"
"testCopyCreatesNewObject","tests - copy - clone","BagTest","CollectionsTests-Unordered"
"anotherElementOrAssociationNotIn","requirements","BagTest","CollectionsTests-Unordered"
"secondCollection","requirements","BagTest","CollectionsTests-Unordered"
"testConcatenation","tests - concatenation","BagTest","CollectionsTests-Unordered"
"testIntersectionBasic","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testCopyNonEmptyWithout","tests - copy","BagTest","CollectionsTests-Unordered"
"testCopyNonEmptyWithoutNotIncluded","tests - copy","BagTest","CollectionsTests-Unordered"
"testDifference","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testAsIdentitySetWithEqualsElements","tests - as set tests","BagTest","CollectionsTests-Unordered"
"testIntersectionItself","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testOccurrencesOf","basic tests","BagTest","CollectionsTests-Unordered"
"testAsOrderedCollection","tests - converting","BagTest","CollectionsTests-Unordered"
"elementTwiceInForOccurrences","requirements","BagTest","CollectionsTests-Unordered"
"element","requirements","BagTest","CollectionsTests-Unordered"
"emptyButAllocatedWith20","setup","BagTest","CollectionsTests-Unordered"
"otherCollection","requirements","BagTest","CollectionsTests-Unordered"
"test0CopyTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testRemoveAllSuchThat","tests - remove","BagTest","CollectionsTests-Unordered"
"testRemoveElementThatExistsTwice","test - remove","BagTest","CollectionsTests-Unordered"
"result","setup","BagTest","CollectionsTests-Unordered"
"collectionWithCopyNonIdentical","requirements","BagTest","CollectionsTests-Unordered"
"testCopyEmptyWithout","tests - copy","BagTest","CollectionsTests-Unordered"
"testAsSortedCollection","tests - as sorted collection","BagTest","CollectionsTests-Unordered"
"nonEmptyWithoutEqualElements","requirements","BagTest","CollectionsTests-Unordered"
"collectionClass","test - set arithmetic","BagTest","CollectionsTests-Unordered"
"nonEmpty1Element","requirements","BagTest","CollectionsTests-Unordered"
"test0FixtureConcatenationTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"testUnion","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"testEqualSign","test - equality","BagTest","CollectionsTests-Unordered"
"testWithWithWithWith","test - creation","BagTest","CollectionsTests-Unordered"
"testCopySameClass","tests - copy","BagTest","CollectionsTests-Unordered"
"speciesClass","requirements","BagTest","CollectionsTests-Unordered"
"containsAll:of:andOf:","tests - set arithmetic","BagTest","CollectionsTests-Unordered"
"selectedNumber","requirements","BagTest","CollectionsTests-Unordered"
"testAsCommaStringOne","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"test0FixturePrintTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"expectedElementByDetect","test - iterate","BagTest","CollectionsTests-Unordered"
"elementNotIn","requirements","BagTest","CollectionsTests-Unordered"
"setUp","setup","BagTest","CollectionsTests-Unordered"
"testIncludesAllNoneThere","tests - includes","BagTest","CollectionsTests-Unordered"
"testWithWithWithWithWith","test - creation","BagTest","CollectionsTests-Unordered"
"testAsSetWithEqualsElements","tests - as set tests","BagTest","CollectionsTests-Unordered"
"testPrintOnDelimiterLast","tests - printing","BagTest","CollectionsTests-Unordered"
"testAsBag","basic tests","BagTest","CollectionsTests-Unordered"
"testAsStringOnDelimiterOne","tests - as string comma delimiter sequenceable","BagTest","CollectionsTests-Unordered"
"testCopyEmptyWith","tests - copy","BagTest","CollectionsTests-Unordered"
"test0FixtureConverAsSortedTest","tests - fixture","BagTest","CollectionsTests-Unordered"
"elementInForIncludesTest","requirements","BagTest","CollectionsTests-Unordered"
"testStoreOn","tests - printing","BagTest","CollectionsTests-Unordered"
"testRemoveAllError","tests - remove","BagTest","CollectionsTests-Unordered"
"end:","accessing","BalloonBezierSimulation","Balloon-Simulation"
"floatStepToNextScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"initialY","accessing","BalloonBezierSimulation","Balloon-Simulation"
"initialX","accessing","BalloonBezierSimulation","Balloon-Simulation"
"quickPrint:first:","private","BalloonBezierSimulation","Balloon-Simulation"
"floatStepToFirstScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"computeSplitAt:","computing","BalloonBezierSimulation","Balloon-Simulation"
"subdivide","computing","BalloonBezierSimulation","Balloon-Simulation"
"stepToFirstScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"stepToFirst","private","BalloonBezierSimulation","Balloon-Simulation"
"inTangent","accessing","BalloonBezierSimulation","Balloon-Simulation"
"via","accessing","BalloonBezierSimulation","Balloon-Simulation"
"start","accessing","BalloonBezierSimulation","Balloon-Simulation"
"debugDraw2","private","BalloonBezierSimulation","Balloon-Simulation"
"printOn:","private","BalloonBezierSimulation","Balloon-Simulation"
"start:","accessing","BalloonBezierSimulation","Balloon-Simulation"
"quickPrint:","private","BalloonBezierSimulation","Balloon-Simulation"
"stepToFirstInt","private","BalloonBezierSimulation","Balloon-Simulation"
"initialZ","accessing","BalloonBezierSimulation","Balloon-Simulation"
"stepToNext","private","BalloonBezierSimulation","Balloon-Simulation"
"debugDrawWide:","private","BalloonBezierSimulation","Balloon-Simulation"
"stepToNextInt","private","BalloonBezierSimulation","Balloon-Simulation"
"stepToNextScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"outTangent","accessing","BalloonBezierSimulation","Balloon-Simulation"
"computeInitialStateFrom:with:","computing","BalloonBezierSimulation","Balloon-Simulation"
"absoluteSquared8Dot24:","private","BalloonBezierSimulation","Balloon-Simulation"
"validateIntegerRange","private","BalloonBezierSimulation","Balloon-Simulation"
"end","accessing","BalloonBezierSimulation","Balloon-Simulation"
"debugDraw","private","BalloonBezierSimulation","Balloon-Simulation"
"intStepToFirstScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"subdivideAt:","computing","BalloonBezierSimulation","Balloon-Simulation"
"subdivideToBeMonoton","computing","BalloonBezierSimulation","Balloon-Simulation"
"via:","accessing","BalloonBezierSimulation","Balloon-Simulation"
"intStepToNextScanLineAt:in:","computing","BalloonBezierSimulation","Balloon-Simulation"
"isMonoton","computing","BalloonBezierSimulation","Balloon-Simulation"
"subdivideToBeLine","computing","BalloonBezierSimulation","Balloon-Simulation"
"valueAt:","private","BalloonBezierSimulation","Balloon-Simulation"
"at:put:","accessing","BalloonBuffer","Balloon-Engine"
"at:","accessing","BalloonBuffer","Balloon-Engine"
"floatAt:","accessing","BalloonBuffer","Balloon-Engine"
"floatAt:put:","accessing","BalloonBuffer","Balloon-Engine"
"drawBezier3Shape:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"drawRectangle:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"deferred","accessing","BalloonCanvas","Morphic-Balloon"
"fillRectangle:color:","drawing","BalloonCanvas","Morphic-Balloon"
"drawString:from:to:in:font:color:underline:underlineColor:strikethrough:strikethroughColor:","todo","BalloonCanvas","Morphic-Balloon"
"line:to:width:color:","drawing","BalloonCanvas","Morphic-Balloon"
"fillRectangle:basicFillStyle:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"fillOval:color:borderWidth:borderColor:","drawing","BalloonCanvas","Morphic-Balloon"
"drawCompressedShape:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"drawOval:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"drawGeneralPolygon:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"initialize","initialize","BalloonCanvas","Morphic-Balloon"
"image:at:sourceRect:rule:","private","BalloonCanvas","Morphic-Balloon"
"drawString:from:to:in:font:color:","todo","BalloonCanvas","Morphic-Balloon"
"aaLevel:","accessing","BalloonCanvas","Morphic-Balloon"
"aaLevel","accessing","BalloonCanvas","Morphic-Balloon"
"colorTransformBy:","transforming","BalloonCanvas","Morphic-Balloon"
"deferred:","accessing","BalloonCanvas","Morphic-Balloon"
"ensuredEngine","accessing","BalloonCanvas","Morphic-Balloon"
"preserveStateDuring:","transforming","BalloonCanvas","Morphic-Balloon"
"isBalloonCanvas","testing","BalloonCanvas","Morphic-Balloon"
"ifNoTransformWithIn:","private","BalloonCanvas","Morphic-Balloon"
"drawGeneralBezier3Shape:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"fillColor:","drawing","BalloonCanvas","Morphic-Balloon"
"transformBy:","transforming","BalloonCanvas","Morphic-Balloon"
"transformBy:during:","transforming","BalloonCanvas","Morphic-Balloon"
"isVisible:","testing","BalloonCanvas","Morphic-Balloon"
"fillOval:fillStyle:borderWidth:borderColor:","drawing-ovals","BalloonCanvas","Morphic-Balloon"
"drawPolygon:fillStyle:","drawing-polygons","BalloonCanvas","Morphic-Balloon"
"frameAndFillRectangle:fillColor:borderWidth:topLeftColor:bottomRightColor:","drawing","BalloonCanvas","Morphic-Balloon"
"asBalloonCanvas","converting","BalloonCanvas","Morphic-Balloon"
"paragraph:bounds:color:","todo","BalloonCanvas","Morphic-Balloon"
"postCopy","copying","BalloonCanvas","Morphic-Balloon"
"frameAndFillRectangle:fillColor:borderWidth:borderColor:","drawing","BalloonCanvas","Morphic-Balloon"
"flush","initialize","BalloonCanvas","Morphic-Balloon"
"drawGeneralBezierShape:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"drawBezierShape:color:borderWidth:borderColor:","balloon drawing","BalloonCanvas","Morphic-Balloon"
"resetEngine","initialize","BalloonCanvas","Morphic-Balloon"
"drawPolygon:fillStyle:borderWidth:borderColor:","drawing-polygons","BalloonCanvas","Morphic-Balloon"
"stepToNextScanLine","computing","BalloonEdgeData","Balloon-Simulation"
"yValue","accessing","BalloonEdgeData","Balloon-Simulation"
"xValue","accessing","BalloonEdgeData","Balloon-Simulation"
"lines","accessing","BalloonEdgeData","Balloon-Simulation"
"xValue:","accessing","BalloonEdgeData","Balloon-Simulation"
"lines:","accessing","BalloonEdgeData","Balloon-Simulation"
"zValue:","accessing","BalloonEdgeData","Balloon-Simulation"
"yValue:","accessing","BalloonEdgeData","Balloon-Simulation"
"source","accessing","BalloonEdgeData","Balloon-Simulation"
"index:","accessing","BalloonEdgeData","Balloon-Simulation"
"stepToFirstScanLine","computing","BalloonEdgeData","Balloon-Simulation"
"zValue","accessing","BalloonEdgeData","Balloon-Simulation"
"source:","accessing","BalloonEdgeData","Balloon-Simulation"
"index","accessing","BalloonEdgeData","Balloon-Simulation"
"primDisplaySpanBuffer","primitives-incremental","BalloonEngine","Balloon-Engine"
"copyBits","copying","BalloonEngine","Balloon-Engine"
"copyLoop","copying","BalloonEngine","Balloon-Engine"
"primGetAALevel","primitives-access","BalloonEngine","Balloon-Engine"
"drawRectangle:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"primSetClipRect:","primitives-access","BalloonEngine","Balloon-Engine"
"registerFill:","drawing","BalloonEngine","Balloon-Engine"
"primGetTimes:","primitives-access","BalloonEngine","Balloon-Engine"
"primAddBezierShape:segments:fill:lineWidth:lineFill:","primitives-adding","BalloonEngine","Balloon-Engine"
"primAddRectFrom:to:fillIndex:borderWidth:borderColor:","primitives-adding","BalloonEngine","Balloon-Engine"
"primGetBezierStats:","primitives-access","BalloonEngine","Balloon-Engine"
"primSetEdgeTransform:","primitives-access","BalloonEngine","Balloon-Engine"
"initialize","initialize","BalloonEngine","Balloon-Engine"
"primInitializeProcessing","primitives-incremental","BalloonEngine","Balloon-Engine"
"bitBlt:","accessing","BalloonEngine","Balloon-Engine"
"aaLevel","accessing","BalloonEngine","Balloon-Engine"
"primGetCounts:","primitives-access","BalloonEngine","Balloon-Engine"
"clipRect","accessing","BalloonEngine","Balloon-Engine"
"colorTransform","accessing","BalloonEngine","Balloon-Engine"
"preFlushIfNeeded","initialize","BalloonEngine","Balloon-Engine"
"primNextActiveEdgeEntryInto:","primitives-incremental","BalloonEngine","Balloon-Engine"
"primAddGradientFill:from:along:normal:radial:","primitives-adding","BalloonEngine","Balloon-Engine"
"primAddExternalFill:","primitives-adding","BalloonEngine","Balloon-Engine"
"primFlushNeeded:","primitives-access","BalloonEngine","Balloon-Engine"
"release","initialize","BalloonEngine","Balloon-Engine"
"edgeTransform:","accessing","BalloonEngine","Balloon-Engine"
"primFlushNeeded","primitives-access","BalloonEngine","Balloon-Engine"
"primSetDepth:","primitives-access","BalloonEngine","Balloon-Engine"
"postFlushIfNeeded","initialize","BalloonEngine","Balloon-Engine"
"primNextFillEntryInto:","primitives-incremental","BalloonEngine","Balloon-Engine"
"reset","initialize","BalloonEngine","Balloon-Engine"
"canProceedAfter:","copying","BalloonEngine","Balloon-Engine"
"copyLoopFaster","copying","BalloonEngine","Balloon-Engine"
"destOffset:","accessing","BalloonEngine","Balloon-Engine"
"primInitializeBuffer:","primitives-misc","BalloonEngine","Balloon-Engine"
"primAddCompressedShape:segments:leftFills:rightFills:lineWidths:lineFills:fillIndexList:","primitives-adding","BalloonEngine","Balloon-Engine"
"resetIfNeeded","initialize","BalloonEngine","Balloon-Engine"
"primGetOffset","primitives-access","BalloonEngine","Balloon-Engine"
"primSetColorTransform:","primitives-access","BalloonEngine","Balloon-Engine"
"drawCompressedShape:transform:","drawing","BalloonEngine","Balloon-Engine"
"primAddPolygon:segments:fill:lineWidth:lineFill:","primitives-adding","BalloonEngine","Balloon-Engine"
"registerFills:","drawing","BalloonEngine","Balloon-Engine"
"primClipRectInto:","primitives-access","BalloonEngine","Balloon-Engine"
"primFinishedProcessing","primitives-incremental","BalloonEngine","Balloon-Engine"
"clipRect:","accessing","BalloonEngine","Balloon-Engine"
"primGetFailureReason","primitives-access","BalloonEngine","Balloon-Engine"
"primChangeActiveEdgeTableEntryFrom:","primitives-incremental","BalloonEngine","Balloon-Engine"
"primRenderImage:with:","primitives-incremental","BalloonEngine","Balloon-Engine"
"primGetDepth","primitives-access","BalloonEngine","Balloon-Engine"
"primAddBezierFrom:to:via:leftFillIndex:rightFillIndex:","primitives-adding","BalloonEngine","Balloon-Engine"
"deferred","accessing","BalloonEngine","Balloon-Engine"
"primAddBitmapFill:colormap:tile:from:along:normal:xIndex:","primitives-adding","BalloonEngine","Balloon-Engine"
"primAddOvalFrom:to:fillIndex:borderWidth:borderColor:","primitives-adding","BalloonEngine","Balloon-Engine"
"bitBlt","accessing","BalloonEngine","Balloon-Engine"
"primCopyBufferFrom:to:","primitives-misc","BalloonEngine","Balloon-Engine"
"copyLoopFastest","copying","BalloonEngine","Balloon-Engine"
"registerFill:and:","drawing","BalloonEngine","Balloon-Engine"
"aaLevel:","accessing","BalloonEngine","Balloon-Engine"
"deferred:","accessing","BalloonEngine","Balloon-Engine"
"primSetAALevel:","primitives-access","BalloonEngine","Balloon-Engine"
"primAddLineFrom:to:leftFillIndex:rightFillIndex:","primitives-adding","BalloonEngine","Balloon-Engine"
"primSetOffset:","primitives-access","BalloonEngine","Balloon-Engine"
"drawPolygon:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"primRenderScanline:with:","primitives-incremental","BalloonEngine","Balloon-Engine"
"drawBezierShape:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"drawOval:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"destOffset","accessing","BalloonEngine","Balloon-Engine"
"primAddExternalEdge:initialX:initialY:initialZ:leftFillIndex:rightFillIndex:","primitives-adding","BalloonEngine","Balloon-Engine"
"primMergeFill:from:","primitives-incremental","BalloonEngine","Balloon-Engine"
"colorTransform:","accessing","BalloonEngine","Balloon-Engine"
"drawGeneralBezierShape:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"edgeTransform","accessing","BalloonEngine","Balloon-Engine"
"processStopReason:edge:fill:","copying","BalloonEngine","Balloon-Engine"
"primGetClipRect:","primitives-access","BalloonEngine","Balloon-Engine"
"drawGeneralPolygon:fill:borderWidth:borderColor:transform:","drawing","BalloonEngine","Balloon-Engine"
"primAddActiveEdgeTableEntryFrom:","primitives-incremental","BalloonEngine","Balloon-Engine"
"flush","initialize","BalloonEngine","Balloon-Engine"
"primNextGlobalEdgeEntryInto:","primitives-incremental","BalloonEngine","Balloon-Engine"
"fullTransformFrom:","accessing","BalloonEngine","Balloon-Engine"
"aaTransform","accessing","BalloonEngine","Balloon-Engine"
"destForm:","accessing","BalloonFillData","Balloon-Simulation"
"yValue","accessing","BalloonFillData","Balloon-Simulation"
"width","accessing","BalloonFillData","Balloon-Simulation"
"maxX:","accessing","BalloonFillData","Balloon-Simulation"
"minX","accessing","BalloonFillData","Balloon-Simulation"
"yValue:","accessing","BalloonFillData","Balloon-Simulation"
"source","accessing","BalloonFillData","Balloon-Simulation"
"destForm","accessing","BalloonFillData","Balloon-Simulation"
"index:","accessing","BalloonFillData","Balloon-Simulation"
"maxX","accessing","BalloonFillData","Balloon-Simulation"
"computeFill","computing","BalloonFillData","Balloon-Simulation"
"minX:","accessing","BalloonFillData","Balloon-Simulation"
"source:","accessing","BalloonFillData","Balloon-Simulation"
"index","accessing","BalloonFillData","Balloon-Simulation"
"end:","accessing","BalloonLineSimulation","Balloon-Simulation"
"stepToNextScanLineAt:in:","computing","BalloonLineSimulation","Balloon-Simulation"
"stepToFirstScanLineAt:in:","computing","BalloonLineSimulation","Balloon-Simulation"
"initialY","accessing","BalloonLineSimulation","Balloon-Simulation"
"computeInitialStateFrom:with:","computing","BalloonLineSimulation","Balloon-Simulation"
"initialX","accessing","BalloonLineSimulation","Balloon-Simulation"
"start","accessing","BalloonLineSimulation","Balloon-Simulation"
"printOn:","printing","BalloonLineSimulation","Balloon-Simulation"
"end","accessing","BalloonLineSimulation","Balloon-Simulation"
"start:","accessing","BalloonLineSimulation","Balloon-Simulation"
"initialZ","accessing","BalloonLineSimulation","Balloon-Simulation"
"subdivide","computing","BalloonLineSimulation","Balloon-Simulation"
"defaultColor","initialization","BalloonMorph","Morphic-Widgets"
"setTarget:","private","BalloonMorph","Morphic-Widgets"
"popUpForHand:","initialization","BalloonMorph","Morphic-Widgets"
"adjustedCenter","menus","BalloonMorph","Morphic-Widgets"
"balloonOwner","accessing","BalloonMorph","Morphic-Widgets"
"step","stepping and presenter","BalloonMorph","Morphic-Widgets"
"initialize","initialization","BalloonMorph","Morphic-Widgets"
"defaultBorderColor","initialization","BalloonMorph","Morphic-Widgets"
"balloonColor","accessing","BalloonMorph","Morphic-Widgets"
