selector,protocol,class,package
"movntpd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"SP","accessing registers","AJx86Assembler","AsmJit-x86"
"btr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcom:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fucomi:","instructions generated","AJx86Assembler","AsmJit-x86"
"movdq2q:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovs:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"performingCall:in:","function calls","AJx86Assembler","AsmJit-x86"
"movlhps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST5","accessing registers","AJx86Assembler","AsmJit-x86"
"insert:before:","instruction list","AJx86Assembler","AsmJit-x86"
"movPtr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST3","accessing registers","AJx86Assembler","AsmJit-x86"
"alignQuad","alignment","AJx86Assembler","AsmJit-x86"
"fcomp:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"shrd:with:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fist:","instructions generated","AJx86Assembler","AsmJit-x86"
"CX","accessing registers","AJx86Assembler","AsmJit-x86"
"ret:","instructions generated","AJx86Assembler","AsmJit-x86"
"callCleanup:","function calls","AJx86Assembler","AsmJit-x86"
"jl:","instructions generated","AJx86Assembler","AsmJit-x86"
"ficomp:","instructions generated","AJx86Assembler","AsmJit-x86"
"fld:","instructions generated","AJx86Assembler","AsmJit-x86"
"fbstp:","instructions generated","AJx86Assembler","AsmJit-x86"
"jpe:","instructions generated","AJx86Assembler","AsmJit-x86"
"ECX","accessing registers","AJx86Assembler","AsmJit-x86"
"movnti:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movsx:to:","convenience","AJx86Assembler","AsmJit-x86"
"reg32:","accessing","AJx86Assembler","AsmJit-x86"
"sub:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"div:","instructions generated","AJx86Assembler","AsmJit-x86"
"frstor:","instructions generated","AJx86Assembler","AsmJit-x86"
"jge:","instructions generated","AJx86Assembler","AsmJit-x86"
"fdivp:","instructions generated","AJx86Assembler","AsmJit-x86"
"jng:","instructions generated","AJx86Assembler","AsmJit-x86"
"fdivr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"writeCodeToFile:","debugging","AJx86Assembler","AsmJit-x86"
"stackManager:","accessing","AJx86Assembler","AsmJit-x86"
"db:","convenience","AJx86Assembler","AsmJit-x86"
"imul:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"EDI","accessing registers","AJx86Assembler","AsmJit-x86"
"jns:","instructions generated","AJx86Assembler","AsmJit-x86"
"instructionPointer","register","AJx86Assembler","AsmJit-x86"
"fcmovb:","instructions generated","AJx86Assembler","AsmJit-x86"
"label:","labels","AJx86Assembler","AsmJit-x86"
"insert:after:","instruction list","AJx86Assembler","AsmJit-x86"
"movdqa:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"prepareInstructions","code generation","AJx86Assembler","AsmJit-x86"
"movlps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jp:","instructions generated","AJx86Assembler","AsmJit-x86"
"newInstruction:description:operands:","instruction list","AJx86Assembler","AsmJit-x86"
"destinationIndex","register","AJx86Assembler","AsmJit-x86"
"movntq:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmp:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"or:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movsx:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fiadd:","instructions generated","AJx86Assembler","AsmJit-x86"
"BP","accessing registers","AJx86Assembler","AsmJit-x86"
"pushArgument:forCall:","function calls","AJx86Assembler","AsmJit-x86"
"XMM5","accessing registers","AJx86Assembler","AsmJit-x86"
"ja:","instructions generated","AJx86Assembler","AsmJit-x86"
"strackFrameValueAtOffset:","stack management","AJx86Assembler","AsmJit-x86"
"MM0","accessing registers","AJx86Assembler","AsmJit-x86"
"XMM6","accessing registers","AJx86Assembler","AsmJit-x86"
"fadd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fnstcw:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovno:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fxch:","instructions generated","AJx86Assembler","AsmJit-x86"
"bsr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"inc:","instructions generated","AJx86Assembler","AsmJit-x86"
"reg16:","accessing","AJx86Assembler","AsmJit-x86"
"cmovnl:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"enter:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"EDX","accessing registers","AJx86Assembler","AsmJit-x86"
"CH","accessing registers","AJx86Assembler","AsmJit-x86"
"movlpd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"newJumpInstruction","accessing","AJx86Assembler","AsmJit-x86"
"movss:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"EBP","accessing registers","AJx86Assembler","AsmJit-x86"
"sourceIndex","register","AJx86Assembler","AsmJit-x86"
"xor:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fstenv:","instructions generated","AJx86Assembler","AsmJit-x86"
"MM1","accessing registers","AJx86Assembler","AsmJit-x86"
"jb:","instructions generated","AJx86Assembler","AsmJit-x86"
"MM2","accessing registers","AJx86Assembler","AsmJit-x86"
"mov:to:","convenience","AJx86Assembler","AsmJit-x86"
"jna:","instructions generated","AJx86Assembler","AsmJit-x86"
"mul:","instructions generated","AJx86Assembler","AsmJit-x86"
"fsub:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"push:","instructions generated","AJx86Assembler","AsmJit-x86"
"reserveExtraBytesOnStack:","stack management","AJx86Assembler","AsmJit-x86"
"fstp:","instructions generated","AJx86Assembler","AsmJit-x86"
"reserveTemp","stack management","AJx86Assembler","AsmJit-x86"
"crc32:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"stmxcsr:","instructions generated","AJx86Assembler","AsmJit-x86"
"xadd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"bswap:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovnp:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fsave:","instructions generated","AJx86Assembler","AsmJit-x86"
"ldmxcsr:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcom:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcomp:","instructions generated","AJx86Assembler","AsmJit-x86"
"movaps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"noticePush:forCall:","function calls","AJx86Assembler","AsmJit-x86"
"xchg:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"je:","instructions generated","AJx86Assembler","AsmJit-x86"
"fidivr:","instructions generated","AJx86Assembler","AsmJit-x86"
"movhpd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"SI","accessing registers","AJx86Assembler","AsmJit-x86"
"movntps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"DX","accessing registers","AJx86Assembler","AsmJit-x86"
"cmovge:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fisubr:","instructions generated","AJx86Assembler","AsmJit-x86"
"newJumpInstruction:description:operands:","instruction list","AJx86Assembler","AsmJit-x86"
"faddp:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovle:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"is32","testing","AJx86Assembler","AsmJit-x86"
"jbe:","instructions generated","AJx86Assembler","AsmJit-x86"
"XMM4","accessing registers","AJx86Assembler","AsmJit-x86"
"DL","accessing registers","AJx86Assembler","AsmJit-x86"
"bytes","code generation","AJx86Assembler","AsmJit-x86"
"uniqueLabelName:","labels","AJx86Assembler","AsmJit-x86"
"movntdqa:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"MM7","accessing registers","AJx86Assembler","AsmJit-x86"
"jpo:","instructions generated","AJx86Assembler","AsmJit-x86"
"movzx:to:","convenience","AJx86Assembler","AsmJit-x86"
"decorateWith:during:","instruction list","AJx86Assembler","AsmJit-x86"
"alignWord","alignment","AJx86Assembler","AsmJit-x86"
"ESI","accessing registers","AJx86Assembler","AsmJit-x86"
"CL","accessing registers","AJx86Assembler","AsmJit-x86"
"cmovnbe:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jnbe:","instructions generated","AJx86Assembler","AsmJit-x86"
"dw:","convenience","AJx86Assembler","AsmJit-x86"
"fcmovbe:","instructions generated","AJx86Assembler","AsmJit-x86"
"movapd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"mov:","convenience","AJx86Assembler","AsmJit-x86"
"fcmovnb:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovnle:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jmp:","instructions generated","AJx86Assembler","AsmJit-x86"
"emitEpilogue:","stack management","AJx86Assembler","AsmJit-x86"
"generatedCode","code generation","AJx86Assembler","AsmJit-x86"
"fsubr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcmovnbe:","instructions generated","AJx86Assembler","AsmJit-x86"
"imul:","instructions generated","AJx86Assembler","AsmJit-x86"
"instructionsFor:","instruction list","AJx86Assembler","AsmJit-x86"
"movhlps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fdivrp:","instructions generated","AJx86Assembler","AsmJit-x86"
"call:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcmove:","instructions generated","AJx86Assembler","AsmJit-x86"
"fnsave:","instructions generated","AJx86Assembler","AsmJit-x86"
"ffree:","instructions generated","AJx86Assembler","AsmJit-x86"
"fmul:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fmulp:","instructions generated","AJx86Assembler","AsmJit-x86"
"fnstenv:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovng:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"bsf:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"bt:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmpxchg8b:","instructions generated","AJx86Assembler","AsmJit-x86"
"label:ifPresent:","labels","AJx86Assembler","AsmJit-x86"
"DH","accessing registers","AJx86Assembler","AsmJit-x86"
"fdiv:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"doesNotUnderstand:","dnu","AJx86Assembler","AsmJit-x86"
"btc:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"add:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jg:","instructions generated","AJx86Assembler","AsmJit-x86"
"test:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST4","accessing registers","AJx86Assembler","AsmJit-x86"
"fdivr:","instructions generated","AJx86Assembler","AsmJit-x86"
"fdiv:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovpo:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST7","accessing registers","AJx86Assembler","AsmJit-x86"
"XMM2","accessing registers","AJx86Assembler","AsmJit-x86"
"BX","accessing registers","AJx86Assembler","AsmJit-x86"
"cdeclCall:alignment:","function calls","AJx86Assembler","AsmJit-x86"
"fucom:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovpe:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"clflush:","instructions generated","AJx86Assembler","AsmJit-x86"
"idiv:","instructions generated","AJx86Assembler","AsmJit-x86"
"jnl:","instructions generated","AJx86Assembler","AsmJit-x86"
"fxrstor:","instructions generated","AJx86Assembler","AsmJit-x86"
"jnz:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovc:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jne:","instructions generated","AJx86Assembler","AsmJit-x86"
"movmskps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movntdq:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"neg:","instructions generated","AJx86Assembler","AsmJit-x86"
"sal:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fsub:","instructions generated","AJx86Assembler","AsmJit-x86"
"BL","accessing registers","AJx86Assembler","AsmJit-x86"
"AL","accessing registers","AJx86Assembler","AsmJit-x86"
"fisub:","instructions generated","AJx86Assembler","AsmJit-x86"
"BH","accessing registers","AJx86Assembler","AsmJit-x86"
"fsubrp:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST1","accessing registers","AJx86Assembler","AsmJit-x86"
"sbb:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovg:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fucomip:","instructions generated","AJx86Assembler","AsmJit-x86"
"ror:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"AX","accessing registers","AJx86Assembler","AsmJit-x86"
"XMM7","accessing registers","AJx86Assembler","AsmJit-x86"
"cmovnb:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"basePointer","register","AJx86Assembler","AsmJit-x86"
"numGPRegisters","accessing","AJx86Assembler","AsmJit-x86"
"fst:","instructions generated","AJx86Assembler","AsmJit-x86"
"rcr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"DI","accessing registers","AJx86Assembler","AsmJit-x86"
"jnb:","instructions generated","AJx86Assembler","AsmJit-x86"
"movddup:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcmovu:","instructions generated","AJx86Assembler","AsmJit-x86"
"rol:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"jc:","instructions generated","AJx86Assembler","AsmJit-x86"
"jo:","instructions generated","AJx86Assembler","AsmJit-x86"
"sar:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"undefinedLabels","accessing","AJx86Assembler","AsmJit-x86"
"cmovnz:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"newInstruction","accessing","AJx86Assembler","AsmJit-x86"
"fcmovne:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST6","accessing registers","AJx86Assembler","AsmJit-x86"
"shr:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"XMM0","accessing registers","AJx86Assembler","AsmJit-x86"
"fsubr:","instructions generated","AJx86Assembler","AsmJit-x86"
"fcomi:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovnae:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"dd:","convenience","AJx86Assembler","AsmJit-x86"
"fcmovnu:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmova:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovns:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fimul:","instructions generated","AJx86Assembler","AsmJit-x86"
"lea:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"newStdCall","function calls","AJx86Assembler","AsmJit-x86"
"replace:with:","instruction list","AJx86Assembler","AsmJit-x86"
"EBX","accessing registers","AJx86Assembler","AsmJit-x86"
"jnp:","instructions generated","AJx86Assembler","AsmJit-x86"
"ST0","accessing registers","AJx86Assembler","AsmJit-x86"
"align:","alignment","AJx86Assembler","AsmJit-x86"
"fadd:","instructions generated","AJx86Assembler","AsmJit-x86"
"js:","instructions generated","AJx86Assembler","AsmJit-x86"
"addInstruction:","instruction list","AJx86Assembler","AsmJit-x86"
"jz:","instructions generated","AJx86Assembler","AsmJit-x86"
"labelNamed:","labels","AJx86Assembler","AsmJit-x86"
"cmovl:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movups:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"EAX","accessing registers","AJx86Assembler","AsmJit-x86"
"cmovnge:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"operand:","converting","AJx86Assembler","AsmJit-x86"
"amdprefetchw:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmovz:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"counter","register","AJx86Assembler","AsmJit-x86"
"MM3","accessing registers","AJx86Assembler","AsmJit-x86"
"hasLabelNamed:","testing","AJx86Assembler","AsmJit-x86"
"gccDisassemble","debugging","AJx86Assembler","AsmJit-x86"
"movupd:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movdqu:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"movhps:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"fistp:","instructions generated","AJx86Assembler","AsmJit-x86"
"accumulator","register","AJx86Assembler","AsmJit-x86"
"wordSize","accessing","AJx86Assembler","AsmJit-x86"
"jnge:","instructions generated","AJx86Assembler","AsmJit-x86"
"pointerSize","accessing","AJx86Assembler","AsmJit-x86"
"jae:","instructions generated","AJx86Assembler","AsmJit-x86"
"cmpxchg:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"gccDisassemble:","debugging","AJx86Assembler","AsmJit-x86"
"ST2","accessing registers","AJx86Assembler","AsmJit-x86"
"shl:with:","instructions generated","AJx86Assembler","AsmJit-x86"
"addInstruction:description:operands:","instruction list","AJx86Assembler","AsmJit-x86"
