selector,protocol,class,package
"updateColor","private - layout","DockingBarMorph","Kernel"
"addCustomMenuItems:hand:","menu","DockingBarMorph","Kernel"
"isAdheringToBottom","accessing","DockingBarMorph","Kernel"
"updateExtent","private - layout","DockingBarMorph","Kernel"
"avoidVisibleBordersAtEdge:","accessing","DockingBarMorph","Kernel"
"activate:","events","DockingBarMorph","Kernel"
"adhereTo:","private - accessing","DockingBarMorph","Kernel"
"predominantDockingBarsOfChastes:","private - accessing","DockingBarMorph","Kernel"
"gradientRamp","private - layout","DockingBarMorph","Kernel"
"fillsOwnerString","menu","DockingBarMorph","Kernel"
"edgeToAdhereTo","private - accessing","DockingBarMorph","Kernel"
"beFloating","accessing","DockingBarMorph","Kernel"
"activeSubmenu:","control","DockingBarMorph","Kernel"
"adhereToLeft","accessing","DockingBarMorph","Kernel"
"adhereToTop","accessing","DockingBarMorph","Kernel"
"updatePosition","private - layout","DockingBarMorph","Kernel"
"justDroppedInto:event:","dropping/grabbing","DockingBarMorph","Kernel"
"morphicLayerNumber","wiw support","DockingBarMorph","Kernel"
"selectItem:event:","control","DockingBarMorph","Kernel"
"mouseDown:","*Polymorph-Widgets","DockingBarMorph","Kernel"
"doesNotUnderstand:","reflective operations","DoesNotUnderstandCatcher","Kernel"
"id","accessing","DoesNotUnderstandDebugAction","Kernel"
"executeAction","actions","DoesNotUnderstandDebugAction","Kernel"
"appliesToDebugger:","testing","DoesNotUnderstandDebugAction","Kernel"
"defaultLabel","accessing","DoesNotUnderstandDebugAction","Kernel"
"askForSuperclassOf:toImplement:ifCancel:","private","DoesNotUnderstandDebugAction","Kernel"
"defaultOrder","accessing","DoesNotUnderstandDebugAction","Kernel"
"askForCategoryIn:default:","private","DoesNotUnderstandDebugAction","Kernel"
"to","accessing","DomainError","Kernel"
"from:","accessing","DomainError","Kernel"
"to:","accessing","DomainError","Kernel"
"from","accessing","DomainError","Kernel"
"hash","comparing","DosTimestamp","Kernel"
"low16Bits","private","DosTimestamp","Kernel"
"epoch","private","DosTimestamp","Kernel"
"value","accessing","DosTimestamp","Kernel"
"=","comparing","DosTimestamp","Kernel"
"printOn:","printing","DosTimestamp","Kernel"
"date","private","DosTimestamp","Kernel"
"asDateAndTime","converting","DosTimestamp","Kernel"
"time","private","DosTimestamp","Kernel"
"high16Bits","private","DosTimestamp","Kernel"
"initializeValue:","private","DosTimestamp","Kernel"
"testFromDateAndTime","tests","DosTimestampTest","Kernel"
"testTimesAreLocal","tests","DosTimestampTest","Kernel"
"testAsDateAndTime","tests","DosTimestampTest","Kernel"
"asDoubleLink","converting","DoubleLink","Kernel"
"value","accessing","DoubleLink","Kernel"
"value:","accessing","DoubleLink","Kernel"
"hasPredecessor","testing","DoubleLink","Kernel"
"clearLinks","initialize","DoubleLink","Kernel"
"previousLink","accessing","DoubleLink","Kernel"
"hasSuccessor","testing","DoubleLink","Kernel"
"nextLink","accessing","DoubleLink","Kernel"
"previousLink:","accessing","DoubleLink","Kernel"
"nextLink:","accessing","DoubleLink","Kernel"
"add:beforeLink:","adding","DoubleLinkedList","Kernel"
"last","accessing","DoubleLinkedList","Kernel"
"addAll:","adding","DoubleLinkedList","Kernel"
"asArray","converting","DoubleLinkedList","Kernel"
"first","accessing","DoubleLinkedList","Kernel"
"isEmpty","testing","DoubleLinkedList","Kernel"
"removeFirst","removing","DoubleLinkedList","Kernel"
"addFirst:","adding","DoubleLinkedList","Kernel"
"removeLink:","removing","DoubleLinkedList","Kernel"
"addLast:","adding","DoubleLinkedList","Kernel"
"reject:","enumerating","DoubleLinkedList","Kernel"
"includes:","testing","DoubleLinkedList","Kernel"
"select:","enumerating","DoubleLinkedList","Kernel"
"collect:","enumerating","DoubleLinkedList","Kernel"
"add:","adding","DoubleLinkedList","Kernel"
"do:","enumerating","DoubleLinkedList","Kernel"
"add:afterLink:","adding","DoubleLinkedList","Kernel"
"removeLast","removing","DoubleLinkedList","Kernel"
"reverseDo:","enumerating","DoubleLinkedList","Kernel"
"removeAll","removing","DoubleLinkedList","Kernel"
"testAddFirst","testing","DoubleLinkedListTests","Kernel"
"testThreeRemoveFirst","testing","DoubleLinkedListTests","Kernel"
"testOne","testing","DoubleLinkedListTests","Kernel"
"testAddLast","testing","DoubleLinkedListTests","Kernel"
"testAddBeforeLink","testing","DoubleLinkedListTests","Kernel"
"testIncludes","testing","DoubleLinkedListTests","Kernel"
"testReject","testing","DoubleLinkedListTests","Kernel"
"testThreeRemoveLast","testing","DoubleLinkedListTests","Kernel"
"testEmpty","testing","DoubleLinkedListTests","Kernel"
"testCollect","testing","DoubleLinkedListTests","Kernel"
"testThreeRemoveLink","testing","DoubleLinkedListTests","Kernel"
"testOneRemoveFirst","testing","DoubleLinkedListTests","Kernel"
"testDo","testing","DoubleLinkedListTests","Kernel"
"testAddAfterLink","testing","DoubleLinkedListTests","Kernel"
"testOneRemoveLast","testing","DoubleLinkedListTests","Kernel"
"testReverseDo","testing","DoubleLinkedListTests","Kernel"
"testSelect","testing","DoubleLinkedListTests","Kernel"
"testThree","testing","DoubleLinkedListTests","Kernel"
"transformedBy:","transforming","DropEvent","Kernel"
"sentTo:","dispatching","DropEvent","Kernel"
"wasHandled:","accessing","DropEvent","Kernel"
"resetHandlerFields","initialize","DropEvent","Kernel"
"transformBy:","transforming","DropEvent","Kernel"
"wasHandled","accessing","DropEvent","Kernel"
"isDropEvent","testing","DropEvent","Kernel"
"printOn:","printing","DropEvent","Kernel"
"position","accessing","DropEvent","Kernel"
"cursorPoint","accessing","DropEvent","Kernel"
"type","accessing","DropEvent","Kernel"
"setPosition:contents:hand:","private","DropEvent","Kernel"
"contents","accessing","DropEvent","Kernel"
"copyHandlerState:","initialize","DropEvent","Kernel"
"sentTo:","dispatching","DropFilesEvent","Kernel"
"type","accessing","DropFilesEvent","Kernel"
"container","accessing","DropListExample","Kernel"
"initialize","initialization","DropListExample","Kernel"
"instantiateMorphs","initialization","DropListExample","Kernel"
"initializeWidgets","initialization","DropListExample","Kernel"
"uniformDropList","accessing","DropListExample","Kernel"
"setFocus","initialization","DropListExample","Kernel"
"heterogeneousDropList","accessing","DropListExample","Kernel"
"actionHolder","accessing","DropListItem","Kernel"
"initialize","initialization","DropListItem","Kernel"
"model","accessing","DropListItem","Kernel"
"display:","protocol","DropListItem","Kernel"
"label","accessing","DropListItem","Kernel"
"value","execution","DropListItem","Kernel"
"=","accessing","DropListItem","Kernel"
"icon:","accessing","DropListItem","Kernel"
"action:","protocol","DropListItem","Kernel"
"label:","accessing","DropListItem","Kernel"
"model:","private","DropListItem","Kernel"
"icon","accessing","DropListItem","Kernel"
"resetSelection","protocol","DropListModel","Kernel"
"emptyList","protocol","DropListModel","Kernel"
"setSelectedIndex:","protocol","DropListModel","Kernel"
"whenSelectionChanged:","protocol-events","DropListModel","Kernel"
"initialize","initialization","DropListModel","Kernel"
"iconHolder:","protocol","DropListModel","Kernel"
"selectedItem","protocol","DropListModel","Kernel"
"whenSelectedItemChanged:","protocol-events","DropListModel","Kernel"
"getList","protocol","DropListModel","Kernel"
"selectedIndex","protocol","DropListModel","Kernel"
"addItemLabeled:do:","protocol","DropListModel","Kernel"
"getIconFor:","protocol","DropListModel","Kernel"
"displayBlock:","protocol","DropListModel","Kernel"
"listItems","protocol","DropListModel","Kernel"
"iconHolder","protocol","DropListModel","Kernel"
"internalResetSelection","private","DropListModel","Kernel"
"displayForItem:","protocol","DropListModel","Kernel"
"silentlySetSelectedIndex:","private","DropListModel","Kernel"
"getIndex","protocol","DropListModel","Kernel"
"addItemLabeled:do:icon:","protocol","DropListModel","Kernel"
"setIndex:","protocol","DropListModel","Kernel"
"listSize","protocol","DropListModel","Kernel"
"setSelectedItem:","protocol","DropListModel","Kernel"
"displayBlock","protocol","DropListModel","Kernel"
"items:","protocol","DropListModel","Kernel"
"whenSelectionIndexChanged:","protocol-events","DropListModel","Kernel"
"selectedItemHolder","private","DropListModel","Kernel"
"selectedIndexHolder","private","DropListModel","Kernel"
"listVisible","private","DropListMorph","Kernel"
"themeChanged","*Polymorph-Widgets","DropListMorph","Kernel"
"enabled","accessing","DropListMorph","Kernel"
"defaultColor","initialization","DropListMorph","Kernel"
"updateContentColor:","updating","DropListMorph","Kernel"
"keyStroke:","event handling","DropListMorph","Kernel"
"outOfWorld:","initialize","DropListMorph","Kernel"
"buttonWidth","private","DropListMorph","Kernel"
"updateContentMorphWith:","private","DropListMorph","Kernel"
"addToggleItemsToHaloMenu:","as yet unclassified","DropListMorph","Kernel"
"getCurrentSelection","protocol","DropListMorph","Kernel"
"getListSelector:","accessing","DropListMorph","Kernel"
"newButtonMorph","drawing","DropListMorph","Kernel"
"font:","accessing","DropListMorph","Kernel"
"getIndexSelector:","accessing","DropListMorph","Kernel"
"initialize","initialization","DropListMorph","Kernel"
"enable","protocol","DropListMorph","Kernel"
"wrapItem:index:","wrapping","DropListMorph","Kernel"
"newListMorph","drawing","DropListMorph","Kernel"
"toggleEnabled","as yet unclassified","DropListMorph","Kernel"
"positionList","private","DropListMorph","Kernel"
"useSelection","protocol","DropListMorph","Kernel"
"stepTime","testing","DropListMorph","Kernel"
"defaultContents","private","DropListMorph","Kernel"
"list","accessing","DropListMorph","Kernel"
"allowKeyboardFocus:","accessing","DropListMorph","Kernel"
"useIndex","protocol","DropListMorph","Kernel"
"handlesKeyboard:","event handling","DropListMorph","Kernel"
"defaultContents:","accessing","DropListMorph","Kernel"
"disable","protocol","DropListMorph","Kernel"
"focusBounds","*Polymorph-Widgets","DropListMorph","Kernel"
"contentMorph","accessing","DropListMorph","Kernel"
"listMouseDown:","event handling","DropListMorph","Kernel"
"takesKeyboardFocus","*Polymorph-Widgets","DropListMorph","Kernel"
"selectionColor:","accessing","DropListMorph","Kernel"
"updateContents","testing","DropListMorph","Kernel"
"updateEnabled","updating","DropListMorph","Kernel"
"allowKeyboardFocus","accessing","DropListMorph","Kernel"
"popList","protocol","DropListMorph","Kernel"
"step","stepping and presenter","DropListMorph","Kernel"
"wantsKeyboardFocus","as yet unclassified","DropListMorph","Kernel"
"initializeShortcuts:","*Keymapping-Core","DropListMorph","Kernel"
"buttonMorph:","accessing","DropListMorph","Kernel"
"getIndexSelector","accessing","DropListMorph","Kernel"
"fillStyleToUse","private","DropListMorph","Kernel"
"keyboardFocusChange:","event handling","DropListMorph","Kernel"
"font","accessing","DropListMorph","Kernel"
"showList","protocol","DropListMorph","Kernel"
"buttonMorph","accessing","DropListMorph","Kernel"
"on:list:selected:changeSelected:","protocol","DropListMorph","Kernel"
"getCurrentSelectionIndex","protocol","DropListMorph","Kernel"
"useSelectionIndex","accessing","DropListMorph","Kernel"
"listMorph:","accessing","DropListMorph","Kernel"
"hideList","protocol","DropListMorph","Kernel"
"updateList","updating","DropListMorph","Kernel"
"getEnabledSelector:","accessing","DropListMorph","Kernel"
"drawSubmorphsOn:","drawing","DropListMorph","Kernel"
"buttonHeight","private","DropListMorph","Kernel"
"contentMorph:","accessing","DropListMorph","Kernel"
"newContentMorph","drawing","DropListMorph","Kernel"
"roundedCorners:","*Polymorph-Widgets","DropListMorph","Kernel"
"enabledString","as yet unclassified","DropListMorph","Kernel"
"ghostText:","protocol","DropListMorph","Kernel"
"adoptPaneColor:","accessing","DropListMorph","Kernel"
"updateListSelectionIndex","updating","DropListMorph","Kernel"
"selectionColor","accessing","DropListMorph","Kernel"
"useSelectionIndex:","accessing","DropListMorph","Kernel"
"setIndexSelector:","accessing","DropListMorph","Kernel"
"wrapSelector:","wrapping","DropListMorph","Kernel"
"listSelectionIndex:","accessing","DropListMorph","Kernel"
"listHeight","private","DropListMorph","Kernel"
"layoutInsetToUse","private","DropListMorph","Kernel"
"selectedItem","protocol","DropListMorph","Kernel"
"enabled:","accessing","DropListMorph","Kernel"
"buttonLabel","private","DropListMorph","Kernel"
"buttonExtent","private","DropListMorph","Kernel"
"extent:","geometry","DropListMorph","Kernel"
"update:","updating","DropListMorph","Kernel"
"cornerStyle:","rounding","DropListMorph","Kernel"
"getEnabledSelector","accessing","DropListMorph","Kernel"
"getListSelector","accessing","DropListMorph","Kernel"
"listMorphClass","private","DropListMorph","Kernel"
"listMorph","accessing","DropListMorph","Kernel"
"wrapSelector","wrapping","DropListMorph","Kernel"
"list:","accessing","DropListMorph","Kernel"
"listFont:","as yet unclassified","DropListMorph","Kernel"
"listPaneColor:","drawing","DropListMorph","Kernel"
"listFont","as yet unclassified","DropListMorph","Kernel"
"focusIndicatorCornerRadius","*Polymorph-Widgets","DropListMorph","Kernel"
"setIndexSelector","accessing","DropListMorph","Kernel"
"morphicLayerNumber","wiw support","DropListMorph","Kernel"
"listSelectionIndex","accessing","DropListMorph","Kernel"
"borderStyleToUse","private","DropListMorph","Kernel"
"changeSorterRight","accessing","DualChangeSorterApplication","Kernel"
"moveClassFrom:to:","menu - class","DualChangeSorterApplication","Kernel"
"setFocusOrder","initialization","DualChangeSorterApplication","Kernel"
"initialize","initialization","DualChangeSorterApplication","Kernel"
"menusRegistration","initialization","DualChangeSorterApplication","Kernel"
"changesMenu:shifted:from:to:","menu","DualChangeSorterApplication","Kernel"
"copyClassFrom:to:","menu - class","DualChangeSorterApplication","Kernel"
"initializePresenter","initialization","DualChangeSorterApplication","Kernel"
"subtractFrom:to:","menu - change set","DualChangeSorterApplication","Kernel"
"title","event","DualChangeSorterApplication","Kernel"
"menusRegistrationFrom:to:","menu","DualChangeSorterApplication","Kernel"
"moveMethodFrom:to:","menu - method","DualChangeSorterApplication","Kernel"
"refeshedChangeSet:","event","DualChangeSorterApplication","Kernel"
"initialExtent","initialization","DualChangeSorterApplication","Kernel"
"shortcutsRegistrationFrom:to:","initialization","DualChangeSorterApplication","Kernel"
"shortcutsRegistration","initialization","DualChangeSorterApplication","Kernel"
"copyMethodFrom:to:","menu - method","DualChangeSorterApplication","Kernel"
"classMenu:shifted:from:to:","menu","DualChangeSorterApplication","Kernel"
"initializeWidgets","initialization","DualChangeSorterApplication","Kernel"
"copyAllFrom:to:","menu - change set","DualChangeSorterApplication","Kernel"
"submergeFrom:into:","menu - change set","DualChangeSorterApplication","Kernel"
"model","accessing","DualChangeSorterApplication","Kernel"
"messageMenu:shifted:from:to:","menu","DualChangeSorterApplication","Kernel"
"checkThatSidesDiffer:","menu - change set","DualChangeSorterApplication","Kernel"
"changeSorterLeft","accessing","DualChangeSorterApplication","Kernel"
"encrypt:","protocol","DummyEcryptor","Kernel"
"decrypt:base:","protocol","DummyEcryptorDecryptor","Kernel"
"encrypt:base:","protocol","DummyEcryptorDecryptor","Kernel"
"stringMorph:","accessing","DummyKeyPressedPlugin","Kernel"
"initialize","initialization","DummyKeyPressedPlugin","Kernel"
"keyPressed:","announcement","DummyKeyPressedPlugin","Kernel"
"stringMorph","accessing","DummyKeyPressedPlugin","Kernel"
"display","display","DummyKeyPressedPlugin","Kernel"
"packageSelected:","announcement","DummyPackageSelectedPlugin","Kernel"
"display","display","DummyPackageSelectedPlugin","Kernel"
"soundNamed:","query","DummySoundSystem","Kernel"
"randomBitsFromSoundInput:","misc","DummySoundSystem","Kernel"
"playSoundNamed:ifAbsentReadFrom:","playing","DummySoundSystem","Kernel"
"playSampledSound:rate:","playing","DummySoundSystem","Kernel"
"beep","beep","DummySoundSystem","Kernel"
"playSoundNamedOrBeep:","playing","DummySoundSystem","Kernel"
"playSoundNamed:","playing","DummySoundSystem","Kernel"
"sampledSoundChoices","misc","DummySoundSystem","Kernel"
"beepPrimitive","private","DummySoundSystem","Kernel"
"doesNotUnderstand:","reflective operations","DummySystemProgressItem","Kernel"
"chooseFrom:values:lines:title:","ui requests","DummyUIManager","Kernel"
"request:initialAnswer:","ui requests","DummyUIManager","Kernel"
"progressBarEnabled:","accessing","DummyUIManager","Kernel"
"multiLineRequest:initialAnswer:answerHeight:","ui requests","DummyUIManager","Kernel"
"fileExistsDefaultAction:","default actions","DummyUIManager","Kernel"
"merge:informing:","ui requests","DummyUIManager","Kernel"
"syntaxErrorNotificationDefaultAction:","default actions","DummyUIManager","Kernel"
"unhandledErrorDefaultAction:","default actions","DummyUIManager","Kernel"
"confirm:orCancel:","ui requests","DummyUIManager","Kernel"
"fontFromUser:","ui requests","DummyUIManager","Kernel"
"request:initialAnswer:title:entryCompletion:","ui requests","DummyUIManager","Kernel"
"progressBarEnabled","accessing","DummyUIManager","Kernel"
"confirm:","ui requests","DummyUIManager","Kernel"
"checkForNewDisplaySize","display","DummyUIManager","Kernel"
"informUserDuring:","ui requests","DummyUIManager","Kernel"
"newDisplayDepthNoRestore:","display","DummyUIManager","Kernel"
"edit:label:accept:","ui requests","DummyUIManager","Kernel"
"chooseFrom:lines:title:","ui requests","DummyUIManager","Kernel"
"lowSpaceWatcherDefaultAction","default actions","DummyUIManager","Kernel"
"requestPassword:","ui requests","DummyUIManager","Kernel"
"warningDefaultAction:","default actions","DummyUIManager","Kernel"
"fileDoesNotExistsDefaultAction:","default actions","DummyUIManager","Kernel"
"inform:","ui requests","DummyUIManager","Kernel"
"request:initialAnswer:entryCompletion:","ui requests","DummyUIManager","Kernel"
"chooseDirectory:from:","ui requests","DummyUIManager","Kernel"
"restoreDisplay","display","DummyUIManager","Kernel"
"restoreDisplayAfter:","display","DummyUIManager","Kernel"
"canRunStartupScript","permissions","DummyUserManager","Kernel"
"canBrowse","permissions","DummyUserManager","Kernel"
"canEditCode","permissions","DummyUserManager","Kernel"
"canDropOSFile","permissions","DummyUserManager","Kernel"
"openSwitchUsers","protocol","DummyUserManager","Kernel"
"canEvaluateCode","permissions","DummyUserManager","Kernel"
"canInspect","permissions","DummyUserManager","Kernel"
"reset","protocol","DummyUserManager","Kernel"
"userNamePasswordFor:","protocol","DummyUserManager","Kernel"
"canSaveImage","permissions","DummyUserManager","Kernel"
"addUser:","protocol","DummyUserManager","Kernel"
"includesUser:","protocol","DummyUserManager","Kernel"
"setCurrentUser:","protocol","DummyUserManager","Kernel"
"canShowMorphHalo","permissions","DummyUserManager","Kernel"
"userNames","protocol","DummyUserManager","Kernel"
"users","protocol","DummyUserManager","Kernel"
"canDebug","permissions","DummyUserManager","Kernel"
"newSlot","accessing","DuplicatedSlotName","Kernel"
"oldSlot","accessing","DuplicatedSlotName","Kernel"
"host:","accessing","DuplicatedSlotName","Kernel"
"messageText","accessing","DuplicatedSlotName","Kernel"
"newSlot:","accessing","DuplicatedSlotName","Kernel"
"host","accessing","DuplicatedSlotName","Kernel"
"oldSlot:","accessing","DuplicatedSlotName","Kernel"
"variable:","accessing","DuplicatedVariableError","Kernel"
"superclass:","accessing","DuplicatedVariableError","Kernel"
"variable","accessing","DuplicatedVariableError","Kernel"
"superclass","accessing","DuplicatedVariableError","Kernel"
"isResumable","testing","DuplicatedVariableError","Kernel"
"minutes","accessing","Duration","Kernel"
"asSeconds","converting","Duration","Kernel"
"seconds","accessing","Duration","Kernel"
"asDays","converting","Duration","Kernel"
"asHours","converting","Duration","Kernel"
"asDuration","converting","Duration","Kernel"
"asEmailTimeOffsetString","*Network-Mail","Duration","Kernel"
"<","arithmetic","Duration","Kernel"
"+","arithmetic","Duration","Kernel"
"-","arithmetic","Duration","Kernel"
"\\","operations","Duration","Kernel"
"initialize","initialization","Duration","Kernel"
"printOn:","printing","Duration","Kernel"
"//","operations","Duration","Kernel"
"abs","accessing","Duration","Kernel"
"hours","accessing","Duration","Kernel"
"asMinutes","converting","Duration","Kernel"
"days","accessing","Duration","Kernel"
"roundTo:","operations","Duration","Kernel"
"truncateTo:","operations","Duration","Kernel"
"hash","accessing","Duration","Kernel"
"asMilliSeconds","converting","Duration","Kernel"
"storeOn:","private","Duration","Kernel"
"negated","accessing","Duration","Kernel"
"negative","accessing","Duration","Kernel"
"positive","accessing","Duration","Kernel"
"seconds:nanoSeconds:","private","Duration","Kernel"
"=","arithmetic","Duration","Kernel"
"nanoSeconds","converting","Duration","Kernel"
"asNanoSeconds","converting","Duration","Kernel"
"ticks","private","Duration","Kernel"
"asDelay","converting","Duration","Kernel"
"wait","operations","Duration","Kernel"
"*","arithmetic","Duration","Kernel"
"/","arithmetic","Duration","Kernel"
"isZero","testing","Duration","Kernel"
"testNegative","tests","DurationTest","Kernel"
"testQuotient","tests","DurationTest","Kernel"
"testAsMilliSeconds","tests","DurationTest","Kernel"
"testWeeks","tests","DurationTest","Kernel"
"testHash","tests","DurationTest","Kernel"
"testAsWeeks","tests","DurationTest","Kernel"
"testIntegerDivision","tests","DurationTest","Kernel"
"testComparing","tests","DurationTest","Kernel"
"testAsSeconds","tests","DurationTest","Kernel"
"testTruncateTo","tests","DurationTest","Kernel"
"testAsYear","tests","DurationTest","Kernel"
"testSeconds","tests","DurationTest","Kernel"
"testAsMinute","tests","DurationTest","Kernel"
"testAsWeek","tests","DurationTest","Kernel"
"testNumberConvenienceMethods","tests","DurationTest","Kernel"
"testMultiply","tests","DurationTest","Kernel"
"testZero","tests","DurationTest","Kernel"
"testMonthDurations","tests","DurationTest","Kernel"
"testPrintOn","tests","DurationTest","Kernel"
"testAsDelay","tests","DurationTest","Kernel"
"testPositive","tests","DurationTest","Kernel"
"testPlus","tests","DurationTest","Kernel"
"testNanoSecond","tests","DurationTest","Kernel"
"testRoundTo","tests","DurationTest","Kernel"
"testMinutes","tests","DurationTest","Kernel"
"testAsSecond","tests","DurationTest","Kernel"
"testSecondsNanoSeconds","tests","DurationTest","Kernel"
"testModulo","tests","DurationTest","Kernel"
"testAsHour","tests","DurationTest","Kernel"
"testMinus","tests","DurationTest","Kernel"
"testAsMilliSecond","tests","DurationTest","Kernel"
"classToBeTested","coverage","DurationTest","Kernel"
"testReadFromMillisecond","tests","DurationTest","Kernel"
"testNegated","tests","DurationTest","Kernel"
"testReadFrom","tests","DurationTest","Kernel"
"testTicks","tests","DurationTest","Kernel"
"testReadFromBogus","tests","DurationTest","Kernel"
"testHours","tests","DurationTest","Kernel"
"testAsYears","tests","DurationTest","Kernel"
"testAsMinutes","tests","DurationTest","Kernel"
"testDivide","tests","DurationTest","Kernel"
"testAsNanoSeconds","tests","DurationTest","Kernel"
"testAbs","tests","DurationTest","Kernel"
"testNanoSeconds","tests","DurationTest","Kernel"
"testAsDay","tests","DurationTest","Kernel"
"testAsDays","tests","DurationTest","Kernel"
"testReadFromNoException","tests","DurationTest","Kernel"
"selectorsToBeIgnored","coverage","DurationTest","Kernel"
"testAsHours","tests","DurationTest","Kernel"
"testAsDuration","tests","DurationTest","Kernel"
"testFromString","tests","DurationTest","Kernel"
"setUp","running","DurationTest","Kernel"
"testNew","tests","DurationTest","Kernel"
"testNormalizeNanoSeconds","tests","DurationTest","Kernel"
"testDays","tests","DurationTest","Kernel"
"testLessThan","tests","DurationTest","Kernel"
"testMilliSeconds","tests","DurationTest","Kernel"
"testStoreOn","tests","DurationTest","Kernel"
"methodModified:","announcements","DynamicClassGroup","Kernel"
"protocolsFor:","queries","DynamicClassGroup","Kernel"
"methods","queries","DynamicClassGroup","Kernel"
"methodsFor:categorised:","queries","DynamicClassGroup","Kernel"
"classRemoved:","announcements","DynamicClassGroup","Kernel"
"addClasses:","protocol","DynamicClassGroup","Kernel"
"methodsFor:","queries","DynamicClassGroup","Kernel"
"classes","queries","DynamicClassGroup","Kernel"
"methodRemoved:","announcements","DynamicClassGroup","Kernel"
"widgets","accessing","DynamicComposableModel","Kernel"
"widgetsDo:","accessing","DynamicComposableModel","Kernel"
"needFullRebuild:","protocol","DynamicComposableModel","Kernel"
"layout:","accessing","DynamicComposableModel","Kernel"
"retrieveSpec:","protocol","DynamicComposableModel","Kernel"
"initialize","initialization","DynamicComposableModel","Kernel"
"doesNotUnderstand:","error handling","DynamicComposableModel","Kernel"
"assign:to:","instance creation","DynamicComposableModel","Kernel"
"instantiateModels:","instance creation","DynamicComposableModel","Kernel"
"initializeWidgets","initialization","DynamicComposableModel","Kernel"
"layout","accessing","DynamicComposableModel","Kernel"
"openWithSpec","protocol","DynamicComposableModel","Kernel"
"value","accessing","DynamicEyeElement","Kernel"
"description","accessing","DynamicEyeElement","Kernel"
"accessorCode","accessing","DynamicEyeElement","Kernel"
"label","accessing","DynamicEyeElement","Kernel"
"description:","accessing","DynamicEyeElement","Kernel"
"value:","accessing","DynamicEyeElement","Kernel"
"save:","accessing","DynamicEyeElement","Kernel"
"saveBlock:","accessing","DynamicEyeElement","Kernel"
"label:","accessing","DynamicEyeElement","Kernel"
"blocks","accessing","DynamicGroup","Kernel"
"addAll:","protocol","DynamicGroup","Kernel"
"addBlock:","accessing","DynamicGroup","Kernel"
"addClasses:","protocol","DynamicGroup","Kernel"
"block:","accessing","DynamicGroup","Kernel"
"classes","queries","DynamicGroup","Kernel"
"blocks:","accessing","DynamicGroup","Kernel"
"methodRemoved:","announcements","DynamicGroup","Kernel"
"initialize","initialization","DynamicGroup","Kernel"
"methodModified:","announcements","DynamicGroup","Kernel"
"elements","protocol","DynamicGroup","Kernel"
"or:","accessing","DynamicGroup","Kernel"
"addClass:","protocol","DynamicGroup","Kernel"
"classRemoved:","announcements","DynamicGroup","Kernel"
"removeClass:","protocol","DynamicGroup","Kernel"
"writeArgumentNameIfNecessaryOf:at:","evaluating-private","DynamicMessageImplementor","Kernel"
"writeSetterSourceCodeIfNecessary","evaluating-private","DynamicMessageImplementor","Kernel"
"argumentNamePrefixOf:","evaluating-private","DynamicMessageImplementor","Kernel"
"writeSourceCode","evaluating-private","DynamicMessageImplementor","Kernel"
"isMessageAGetter","testing","DynamicMessageImplementor","Kernel"
"write:of:","evaluating-private","DynamicMessageImplementor","Kernel"
"writeGetterSourceCodeIfNecessary","evaluating-private","DynamicMessageImplementor","Kernel"
"writeShouldBeImplementedIfNecessary","evaluating-private","DynamicMessageImplementor","Kernel"
"writeSetterSourceCode","evaluating-private","DynamicMessageImplementor","Kernel"
"hasParameter:","testing","DynamicMessageImplementor","Kernel"
"writeShouldBeImplemented","evaluating-private","DynamicMessageImplementor","Kernel"
"initializeFor:in:","initialization","DynamicMessageImplementor","Kernel"
"value","evaluating","DynamicMessageImplementor","Kernel"
"argumentNameAt:","evaluating-private","DynamicMessageImplementor","Kernel"
"isMessageASetter","testing","DynamicMessageImplementor","Kernel"
"messageShouldBeImplemented","testing","DynamicMessageImplementor","Kernel"
"writeGetterSourceCode","evaluating-private","DynamicMessageImplementor","Kernel"
"writeMethodName","evaluating-private","DynamicMessageImplementor","Kernel"
"writeArgumentNameAt:","evaluating-private","DynamicMessageImplementor","Kernel"
"testGenerateGetter","testing","DynamicMessageImplementorTest","Kernel"
"testNonConflictingArgumentNames","testing","DynamicMessageImplementorTest","Kernel"
"testOneArgumentNotMatchingAnInstanceVariable","testing","DynamicMessageImplementorTest","Kernel"
"testGenerateSetter","testing","DynamicMessageImplementorTest","Kernel"
"testBinaryMessage","testing","DynamicMessageImplementorTest","Kernel"
"testUnaryMessageNotMatchingAnInstanceVariable","testing","DynamicMessageImplementorTest","Kernel"
"testConflictingArgumentNames","testing","DynamicMessageImplementorTest","Kernel"
"object:","accessing","DynamicSpecExample","Kernel"
"initialize","initialization","DynamicSpecExample","Kernel"
"object","accessing","DynamicSpecExample","Kernel"
"openOnNil","protocol","DynamicSpecExample","Kernel"
"openOnString","protocol","DynamicSpecExample","Kernel"
"title","as yet unclassified","DynamicSpecExample","Kernel"
"openOnInteger","protocol","DynamicSpecExample","Kernel"
"open","protocol","DynamicSpecExample","Kernel"
"value:during:","accessing","DynamicVariable","Kernel"
"initialize","initialization","DynamicWidgetChange","Kernel"
"button","accessing","DynamicWidgetChange","Kernel"
"changeToList","private","DynamicWidgetChange","Kernel"
"changeToButton","private","DynamicWidgetChange","Kernel"
"initializeWidgets","initialization","DynamicWidgetChange","Kernel"
"bottom","accessing","DynamicWidgetChange","Kernel"
"change","private","DynamicWidgetChange","Kernel"
